BatchID,	Part Name,	StampingMcID,	InspectionMcID,	Operator Name,	Batch Count,	Batch Pass Count,	Batch Fail Count
Batch_1_TVAS_STM_1_TT-1478_3630565611,TT-1478,TVAS_STM_1,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,qweet,10,8,2
