PartName,	BatchID,	OperatorName,	Date,	Time,	L,	E,	C1,	I1,	W,	H3,	Result
,	,	,	,	,	15.2000-15.800,	6.8500-7.150,	2.5000-2.950,	3.9000-4.300,	4.0000-4.200,	19.8000-20.200,	
