BatchID,	Part Name,	StampingMcID,	InspectionMcID,	Operator Name,	Batch Count,	Batch Pass Count,	Batch Fail Count
Batch_3_TVAS_STM_1_TT-1478_3630565971,TT-1478,TVAS_STM_1,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,qwerty,10,9,1
