Part Name,"	Batch ID","	Operator Name","	Date","	Time","	A","	B","	C","	D","	Result","	Reason For Fail"
,"	","	","	","	","	-10.0000-10.000","	2.0000-10.000","	-10.0000-10.000","	0.0000-10.000","	","	"
HSG 250F (PS03),Batch_1_DBEN_STM_1_HSG 250F (PS03)_3628848521,fdf,28-Dec-18,18:58,3.005,0.09,-0.08,3.829,Fail,Oil Issue
HSG 250F (PS03),Batch_1_DBEN_STM_1_HSG 250F (PS03)_3628848521,fdf,28-Dec-18,18:59,3.03,0.09,-0.08,3.851,Fail,Dust Issue
HSG 250F (PS03),Batch_1_DBEN_STM_1_HSG 250F (PS03)_3628848521,fdf,28-Dec-2018,18:59,3.023,0.090,-0.080,3.845,Fail,Damaged Terminal
