BatchID,	FailID,	InspectionMcID,	Event Name,	Event Time,	Event Reason,	Non Utilised Time
None,None,None,Start,18-Jan-2019 18:03:16,Machine Start,0
None,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Ready,18-Jan-2019 18:03:17,Inspection Ready,0
None,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Select,18-Jan-2019 18:03:31,Part Select,14
Batch_1_TVAS_STM_1_TT-1478_3630659615,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,BatchStart,18-Jan-2019 18:03:35,Batch Start,4
Batch_1_TVAS_STM_1_TT-1478_3630659615,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Pause,18-Jan-2019 18:03:42,Not Listed: Pause,0
Batch_1_TVAS_STM_1_TT-1478_3630659615,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Run,18-Jan-2019 18:04:15,Not Listed: Pause,33
Batch_1_TVAS_STM_1_TT-1478_3630659615,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,FailPause,18-Jan-2019 18:04:30,Not Listed: Fail,0
Batch_1_TVAS_STM_1_TT-1478_3630659615,Batch_1_TVAS_STM_1_TT-1478_3630659615_3630659670,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Run,18-Jan-2019 18:04:38,Not Listed: Fail,8
Batch_1_TVAS_STM_1_TT-1478_3630659615,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,FailPause,18-Jan-2019 18:04:38,Not Listed: Fail,0
Batch_1_TVAS_STM_1_TT-1478_3630659615,Batch_1_TVAS_STM_1_TT-1478_3630659615_3630659678,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Run,18-Jan-2019 18:04:42,Not Listed: Fail,4
Batch_1_TVAS_STM_1_TT-1478_3630659615,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,FailPause,18-Jan-2019 18:04:42,Not Listed: Fail,0
Batch_1_TVAS_STM_1_TT-1478_3630659615,Batch_1_TVAS_STM_1_TT-1478_3630659615_3630659682,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Run,18-Jan-2019 18:04:45,Not Listed: Fail,3
Batch_1_TVAS_STM_1_TT-1478_3630659615,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,FailPause,18-Jan-2019 18:04:45,Not Listed: Fail,0
Batch_1_TVAS_STM_1_TT-1478_3630659615,Batch_1_TVAS_STM_1_TT-1478_3630659615_3630659685,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Run,18-Jan-2019 18:04:52,Not Listed: Fail,7
Batch_1_TVAS_STM_1_TT-1478_3630659615,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,FailPause,18-Jan-2019 18:04:52,Not Listed: Fail,0
Batch_1_TVAS_STM_1_TT-1478_3630659615,Batch_1_TVAS_STM_1_TT-1478_3630659615_3630659692,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Run,18-Jan-2019 18:05:16,Not Listed: Fail,24
Batch_1_TVAS_STM_1_TT-1478_3630659615,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,FailPause,18-Jan-2019 18:05:17,Not Listed: Fail,0
Batch_1_TVAS_STM_1_TT-1478_3630659615,Batch_1_TVAS_STM_1_TT-1478_3630659615_3630659717,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Run,18-Jan-2019 18:05:18,Not Listed: Fail,1
Batch_1_TVAS_STM_1_TT-1478_3630659615,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,FailPause,18-Jan-2019 18:05:29,Not Listed: Fail,0
Batch_1_TVAS_STM_1_TT-1478_3630659615,Batch_1_TVAS_STM_1_TT-1478_3630659615_3630659729,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Run,18-Jan-2019 18:05:30,Not Listed: Fail,1
