BatchID,	FailID,	InspectionMcID,	Event Name,	Event Time,	Event Reason,	Non Utilised Time
Batch_1_TVAS_STM_1_TT-1478_3630659615,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,FailPause,18-Jan-2019 18:05:30,Not Listed: Fail,0
Batch_1_TVAS_STM_1_TT-1478_3630659615,Batch_1_TVAS_STM_1_TT-1478_3630659615_3630659730,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Run,18-Jan-2019 18:05:32,Not Listed: Fail,2
Batch_1_TVAS_STM_1_TT-1478_3630659615,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,FailPause,18-Jan-2019 18:05:32,Not Listed: Fail,0
Batch_1_TVAS_STM_1_TT-1478_3630659615,Batch_1_TVAS_STM_1_TT-1478_3630659615_3630659732,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Run,18-Jan-2019 18:05:34,Not Listed: Fail,2
Batch_1_TVAS_STM_1_TT-1478_3630659615,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,FailPause,18-Jan-2019 18:05:34,Not Listed: Fail,0
Batch_1_TVAS_STM_1_TT-1478_3630659615,Batch_1_TVAS_STM_1_TT-1478_3630659615_3630659734,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Run,18-Jan-2019 18:05:35,Not Listed: Fail,1
Batch_1_TVAS_STM_1_TT-1478_3630659615,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,FailPause,18-Jan-2019 18:05:35,Not Listed: Fail,0
Batch_1_TVAS_STM_1_TT-1478_3630659615,Batch_1_TVAS_STM_1_TT-1478_3630659615_3630659735,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Run,18-Jan-2019 18:05:37,Not Listed: Fail,2
Batch_1_TVAS_STM_1_TT-1478_3630659615,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,FailPause,18-Jan-2019 18:05:37,Not Listed: Fail,0
None,Batch_1_TVAS_STM_1_TT-1478_3630659615_3630659737,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Exit,18-Jan-2019 18:05:39,Software Exit,2
