BatchID,	FailID,	InspectionMcID,	Event Name,	Event Time,	Event Reason,	Non Utilised Time
None,None,None,Start,08-Apr-2019 12:41:19,Machine Start,0
None,None,GTRON_V1.3_DHOOT_DHOOT-VIP 3_26-09-2018,Ready,08-Apr-2019 12:41:26,Inspection Ready,0
None,None,GTRON_V1.3_DHOOT_DHOOT-VIP 3_26-09-2018,Exit,08-Apr-2019 12:41:39,Software Exit,13
