BatchID,	FailID,	InspectionMcID,	Event Name,	Event Time,	Event Reason,	Non Utilised Time
None,None,None,Start,17-Jan-2019 16:45:28,Machine Start,0
None,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Ready,17-Jan-2019 16:45:29,Inspection Ready,0
None,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Select,17-Jan-2019 16:45:46,Part Select,17
Batch_1_TVAS_STM_1_TT-1478_3630568547,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,BatchStart,17-Jan-2019 16:45:47,Batch Start,1
Batch_1_TVAS_STM_1_TT-1478_3630568547,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,BatchEnd,17-Jan-2019 16:46:37,Batch End,0
Batch_1_TVAS_STM_1_TT-1478_3630568547,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Pause,17-Jan-2019 16:46:37,Batch End,0
Batch_2_TVAS_STM_1_TT-1478_3630568601,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,BatchStart,17-Jan-2019 16:46:41,Batch Start,4
Batch_2_TVAS_STM_1_TT-1478_3630568601,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,FailPause,17-Jan-2019 16:46:42,Not Listed: Fail,0
Batch_2_TVAS_STM_1_TT-1478_3630568601,Batch_2_TVAS_STM_1_TT-1478_3630568601_3630568602,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Run,17-Jan-2019 16:46:54,Not Listed: Fail,12
Batch_2_TVAS_STM_1_TT-1478_3630568601,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,FailPause,17-Jan-2019 16:46:59,Not Listed: Fail,0
Batch_2_TVAS_STM_1_TT-1478_3630568601,Batch_2_TVAS_STM_1_TT-1478_3630568601_3630568619,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Run,17-Jan-2019 16:47:25,Not Listed: Fail,26
Batch_2_TVAS_STM_1_TT-1478_3630568601,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,FailPause,17-Jan-2019 16:47:29,Not Listed: Fail,0
Batch_2_TVAS_STM_1_TT-1478_3630568601,Batch_2_TVAS_STM_1_TT-1478_3630568601_3630568649,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Run,17-Jan-2019 16:47:39,Not Listed: Fail,10
Batch_2_TVAS_STM_1_TT-1478_3630568601,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,FailPause,17-Jan-2019 16:47:44,Not Listed: Fail,0
Batch_2_TVAS_STM_1_TT-1478_3630568601,Batch_2_TVAS_STM_1_TT-1478_3630568601_3630568664,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Stop,17-Jan-2019 16:48:58,Not Listed: Stop,74
None,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Exit,17-Jan-2019 16:49:04,Software Exit,6
