BatchID,	FailID,	InspectionMcID,	Event Name,	Event Time,	Event Reason,	Non Utilised Time
None,None,None,Start,17-Jan-2019 16:43:36,Machine Start,0
None,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Ready,17-Jan-2019 16:43:37,Inspection Ready,0
None,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Select,17-Jan-2019 16:44:01,Part Select,24
Batch_1_TVAS_STM_1_TT-1478_3630568443,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,BatchStart,17-Jan-2019 16:44:03,Batch Start,2
Batch_1_TVAS_STM_1_TT-1478_3630568443,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,FailPause,17-Jan-2019 16:44:06,Not Listed: Fail,0
Batch_1_TVAS_STM_1_TT-1478_3630568443,Batch_1_TVAS_STM_1_TT-1478_3630568443_3630568446,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Run,17-Jan-2019 16:44:10,Not Listed: Fail,4
Batch_1_TVAS_STM_1_TT-1478_3630568443,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,FailPause,17-Jan-2019 16:44:14,Not Listed: Fail,0
Batch_1_TVAS_STM_1_TT-1478_3630568443,Batch_1_TVAS_STM_1_TT-1478_3630568443_3630568454,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Run,17-Jan-2019 16:44:17,Not Listed: Fail,3
Batch_1_TVAS_STM_1_TT-1478_3630568443,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,FailPause,17-Jan-2019 16:44:22,Not Listed: Fail,0
Batch_1_TVAS_STM_1_TT-1478_3630568443,Batch_1_TVAS_STM_1_TT-1478_3630568443_3630568462,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Run,17-Jan-2019 16:44:23,Not Listed: Fail,1
Batch_1_TVAS_STM_1_TT-1478_3630568443,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,FailPause,17-Jan-2019 16:44:27,Not Listed: Fail,0
None,Batch_1_TVAS_STM_1_TT-1478_3630568443_3630568467,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Exit,17-Jan-2019 16:45:20,Software Exit,53
