BatchID,	FailID,	InspectionMcID,	Event Name,	Event Time,	Event Reason,	Non Utilised Time
None,None,None,Start,02-Feb-2019 10:52:17,Machine Start,0
None,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Ready,02-Feb-2019 10:52:20,Inspection Ready,0
None,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Select,02-Feb-2019 10:52:45,Part Select,25
Batch_1_TVAS_STM_1_TT-1478_3631929766,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,BatchStart,02-Feb-2019 10:52:46,Batch Start,1
None,None,GTRON_V1.3_TT_TT-VASAI-MC5_26-09-2018,Exit,02-Feb-2019 10:52:52,Software Exit,0
